delka,zanry,zeme,rok,hodnoceni_procenta,hodnoceni_pocet
25,"Animovaný,Dobrodružný,Drama,Komedie,Krimi,Thriller",Japonsko,2019,NaN,NaN
25,"Animovaný,Dobrodružný,Drama,Komedie,Krimi,Thriller",Japonsko,2019,NaN,NaN
24,"Animovaný,Dobrodružný",Japonsko,1994,NaN,NaN
24,"Animovaný,Komedie,Romantický",Japonsko,2000,NaN,NaN
25,"Animovaný,Dobrodružný,Fantasy,Komedie",Japonsko,1995,NaN,1
25,"Animovaný,Dobrodružný,Fantasy,Komedie",Japonsko,1996,NaN,NaN
25,"Animovaný,Dobrodružný,Fantasy,Komedie",Japonsko,1997,NaN,NaN
115,"Komedie,Drama",Japonsko,1997,NaN,NaN
28,"Dokumentární,Krátkometrážní",NaN,1968,NaN,1
85,"Drama,Romantický",NaN,1959,NaN,NaN
90,"Komedie,Romantický",Německo,2002,NaN,1
NaN,,NaN,NaN,NaN,NaN
NaN,Dokumentární,NaN,NaN,NaN,3
94,"Komedie,Drama,Fantasy",NaN,2008,NaN,NaN
91,"Komedie,Drama,Fantasy",NaN,2015,NaN,NaN
88,Drama,Francie,1948,NaN,NaN
95,Drama,NaN,1937,NaN,NaN
NaN,,Itálie,NaN,NaN,NaN
NaN,,Itálie,NaN,NaN,1
96,"Komedie,Hudební,Romantický",Velká Británie,1949,NaN,1
30,Komedie,Německo,2001,NaN,NaN
30,Komedie,Německo,2001,NaN,NaN
25,Komedie,Německo,2004,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
72,"Krimi,Mysteriózní",NaN,1968,NaN,1
127,"Drama,Životopisný",NaN,1999,80,12 800
102,Drama,USA,2000,88,61 172
95,"Komedie,Drama,Romantický",NaN,2002,64,18
119,"Komedie,Krimi,Romantický",USA,2001,65,12 058
90,Komedie,USA,1985,NaN,1
83,Komedie,Španělsko,1996,NaN,NaN
13,"Drama,Krátkometrážní",Španělsko,1997,NaN,NaN
90,,Francie,1996,NaN,NaN
144,Krimi,NaN,1991,NaN,1
95,Drama,NaN,1970,NaN,NaN
NaN,Muzikál,NaN,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
56,"Akční,Romantický",USA,1935,NaN,1
89,Dokumentární,USA,2001,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
72,"Komedie,Drama",USA,1931,NaN,1
109,Western,NaN,1965,NaN,1
90,"Akční,Dobrodružný,Drama",Itálie,1963,NaN,6
16,Krátkometrážní,USA,2001,NaN,NaN
107,,Japonsko,1986,NaN,NaN
20,Krátkometrážní,NaN,1974,NaN,NaN
NaN,Akční,NaN,NaN,NaN,NaN
83,Drama,Japonsko,1953,NaN,NaN
153,Historický,Velká Británie,1995,NaN,NaN
NaN,"Komedie,Krimi,Drama",Maďarsko,NaN,NaN,NaN
NaN,"Komedie,Krimi,Drama",Maďarsko,NaN,NaN,NaN
86,"Thriller,Pornografický,Komedie,Drama",Francie,1975,67,15
NaN,"Drama,Sportovní",NaN,NaN,NaN,NaN
1104,"Dobrodružný,Drama,Mysteriózní,Romantický",NaN,(1995–1998),75,68
93,Komedie,Španělsko,1995,NaN,1
99,Komedie,Španělsko,1977,NaN,NaN
60,Animovaný,USA,1996,NaN,NaN
46,"Animovaný,Komedie",Japonsko,2013,NaN,8
90,Drama,Španělsko,1988,NaN,NaN
NaN,,NaN,NaN,NaN,2
24,Komedie,USA,1993,NaN,NaN
85,Drama,Itálie,1994,NaN,NaN
55,Drama,NaN,1973,NaN,1
32,"Animovaný,Komedie,Drama,Fantasy,Krimi,Horor",USA,2019,77,302
61,Pornografický,USA,1977,NaN,1
90,"Pornografický,Sci-Fi",USA,1978,64,65
120,"Drama,Rodinný,Romantický",NaN,2002,NaN,NaN
71,Drama,Kanada,1966,NaN,2
90,"Dokumentární,Drama,Muzikál",Španělsko,2002,NaN,1
22,"Fantasy,Krátkometrážní",NaN,1997,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
30,"Krimi,Krátkometrážní",Velká Británie,1953,NaN,NaN
101,"Krimi,Thriller",Japonsko,1956,NaN,NaN
NaN,,Japonsko,NaN,NaN,NaN
21,"Animovaný,Rodinný,Mysteriózní",USA,1995,NaN,6
22,"Animovaný,Rodinný,Mysteriózní",USA,1996,NaN,5
7,"Animovaný,Komedie,Rodinný",NaN,1977,92,1 161
7,"Animovaný,Rodinný",NaN,1971,66,29
80,"Dobrodružný,Drama",USA,1946,NaN,NaN
25,"Dobrodružný,Rodinný",NaN,1995,72,131
62,"Mysteriózní,Film-Noir,Thriller",USA,1948,78,25
67,Dobrodružný,USA,1936,NaN,NaN
72,Komedie,USA,1937,NaN,NaN
112,"Drama,Mysteriózní,Komedie",USA,1993,59,276
128,"Muzikál,Romantický",NaN,2004,54,21
90,Krimi,Německo,2013,NaN,1
111,Komedie,NaN,1995,NaN,2
120,Rodinný,USA,1964,NaN,NaN
NaN,Drama,Velká Británie,NaN,NaN,NaN
57,"Komedie,Drama",USA,1940,NaN,NaN
60,Mysteriózní,USA,1928,NaN,NaN
84,Dobrodružný,USA,1951,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,"Akční,Dobrodružný,Drama,Sci-Fi",Japonsko,NaN,NaN,1
NaN,"Drama,Krátkometrážní",USA,NaN,NaN,NaN
96,"Horor,Sci-Fi,Thriller,Mysteriózní",NaN,1997,70,18 156
115,Drama,Německo,1996,NaN,NaN
95,,Německo,1996,NaN,2
NaN,,USA,NaN,NaN,NaN
94,"Akční,Komedie,Horor",NaN,1991,NaN,7
60,Drama,USA,1920,NaN,NaN
NaN,Drama,USA,NaN,NaN,NaN
39,Drama,NaN,1994,NaN,NaN
87,Drama,Japonsko,1952,72,15
NaN,,NaN,NaN,NaN,NaN
30,Komedie,USA,1957,NaN,NaN
NaN,"Rodinný,Komedie,Krátkometrážní",USA,NaN,NaN,NaN
500,"Komedie,Drama",NaN,2013,NaN,1
NaN,,NaN,NaN,NaN,NaN
97,,NaN,1930,NaN,6
90,"Animovaný,Dobrodružný,Rodinný,Komedie",USA,2001,88,100 985
9,"Krátkometrážní,Dobrodružný,Horor,Fantasy",NaN,2015,NaN,NaN
102,"Komedie,Drama",NaN,1998,NaN,5
70,"Drama,Komedie,Romantický",USA,1935,NaN,NaN
84,,Francie,1940,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
90,"Animovaný,Dobrodružný,Komedie,Rodinný",USA,2004,65,36 789
30,"Sci-Fi,Dobrodružný,Rodinný",NaN,2000,NaN,NaN
46,"Sci-Fi,Fantasy,Dobrodružný,Drama,Akční,Komedie",NaN,2002,67,11
46,"Sci-Fi,Fantasy,Dobrodružný,Drama,Akční,Komedie",NaN,2003,76,10
NaN,Dokumentární,Kanada,NaN,NaN,NaN
109,,Velká Británie,1933,NaN,NaN
75,"Krimi,Drama",NaN,1987,NaN,NaN
92,Komedie,Velká Británie,1960,NaN,1
88,"Horor,Thriller",USA,1995,41,2 151
7,"Rodinný,Animovaný,Krátkometrážní,Komedie",USA,1938,74,42
7,"Krimi,Rodinný,Animovaný,Krátkometrážní,Komedie",USA,1969,NaN,5
89,"Akční,Komedie",USA,1994,54,442
8,"Animovaný,Krátkometrážní,Komedie,Rodinný",USA,1939,58,36
7,"Animovaný,Rodinný,Krátkometrážní,Komedie",USA,1943,77,44
91,,NaN,1971,NaN,1
22,"Sci-Fi,Dobrodružný,Fantasy,Rodinný",NaN,1993,NaN,2
48,Dokumentární,Velká Británie,2009,85,15
26,Komedie,Francie,1995,NaN,2
26,Komedie,Francie,1995,NaN,2
100,Drama,Kanada,1984,NaN,NaN
85,Drama,USA,1957,NaN,NaN
60,"Romantický,Drama",USA,1923,NaN,1
90,"Komedie,Drama,Krimi",USA,1998,NaN,1
NaN,Pornografický,USA,NaN,NaN,3
7,"Animovaný,Krátkometrážní,Komedie,Rodinný",USA,1940,54,14
110,Drama,Velká Británie,1983,64,14
NaN,,NaN,NaN,NaN,NaN
82,Drama,USA,1987,55,20
1056,"Animovaný,Fantasy,Komedie,Romantický",Japonsko,(1999–2000),77,76
NaN,Komedie,Velká Británie,NaN,NaN,NaN
26,Krátkometrážní,Kanada,2001,NaN,NaN
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
70,"Drama,Mysteriózní,Dobrodružný,Krimi",USA,1932,NaN,NaN
25,"Animovaný,Rodinný,Drama,Romantický",Japonsko,1978,NaN,1
25,"Animovaný,Rodinný,Drama,Romantický",Japonsko,1978,NaN,1
25,Komedie,Německo,1997,NaN,1
NaN,,USA,NaN,NaN,NaN
NaN,,Japonsko,NaN,NaN,1
23,"Drama,Komedie",NaN,2011,57,147
44,"Pohádka,Komedie",NaN,1988,52,198
17,"Komedie,Krátkometrážní,Fantasy",USA,2001,32,17
93,"Drama,Dobrodružný",USA,1996,51,40
NaN,Komedie,NaN,NaN,NaN,1
21,"Komedie,Drama",USA,2014,NaN,5
104,Thriller,NaN,1986,NaN,3
19,Krátkometrážní,Francie,1998,NaN,NaN
81,Akční,Japonsko,1943,NaN,NaN
30,"Komedie,Drama",NaN,2003,NaN,1
3,"Krátkometrážní,Komedie",USA,2003,NaN,NaN
45,"Komedie,Drama",NaN,1999,NaN,1
82,Drama,NaN,1992,72,253
98,"Rodinný,Muzikál",NaN,1970,NaN,4
50,Drama,NaN,2003,NaN,NaN
50,Drama,NaN,1916,NaN,5
23,"Animovaný,Rodinný,Komedie",USA,2007,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,1
85,"Pornografický,Komedie",USA,1984,NaN,4
82,Pornografický,USA,1984,NaN,3
44,"Akční,Dobrodružný,Drama,Sci-Fi",NaN,2006,78,199
44,"Akční,Dobrodružný,Drama,Sci-Fi",NaN,2007,84,191
44,"Akční,Dobrodružný,Drama,Sci-Fi",NaN,2008,82,195
80,,NaN,1960,NaN,NaN
95,"Drama,Romantický",USA,2001,40,18
NaN,Komedie,Velká Británie,NaN,NaN,6
99,"Drama,Krimi",NaN,1978,NaN,7
NaN,Komedie,Itálie,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
57,"Dobrodružný,Historický",NaN,1972,76,627
95,Válečný,NaN,1959,NaN,1
30,Hudební,USA,1991,60,16
60,"Komedie,Hudební",USA,1975,NaN,NaN
60,Komedie,USA,1987,NaN,NaN
87,Drama,Německo,2000,NaN,NaN
78,Pornografický,Kanada,1973,NaN,1
80,Dobrodružný,NaN,1974,NaN,NaN
109,"Drama,Rodinný",NaN,2002,NaN,1
353,Drama,NaN,1993,NaN,1
24,"Animovaný,Rodinný,Komedie",USA,1996,NaN,NaN
99,"Drama,Thriller,Válečný,Historický",NaN,1958,NaN,NaN
44,"Krimi,Drama,Thriller",NaN,1999,NaN,2
NaN,Pornografický,USA,NaN,NaN,2
92,"Komedie,Romantický",Německo,2003,NaN,NaN
88,"Drama,Dobrodružný,Rodinný",NaN,1978,71,17
98,"Komedie,Drama,Romantický",Francie,1992,NaN,NaN
NaN,Krátkometrážní,Francie,NaN,NaN,NaN
102,"Komedie,Romantický",USA,1984,65,66
101,"Horor,Komedie,Krimi",NaN,1998,69,317
4,"Krátkometrážní,Animovaný",Německo,2016,NaN,NaN
NaN,,Itálie,NaN,NaN,NaN
26,"Animovaný,Akční,Komedie,Sci-Fi",Japonsko,1997,NaN,8
10,"Komedie,Krátkometrážní,Válečný",USA,1913,NaN,2
NaN,Komedie,USA,NaN,NaN,NaN
NaN,,USA,NaN,NaN,NaN
86,"Komedie,Horor",USA,1986,NaN,6
60,Western,USA,1963,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,Krátkometrážní,Francie,NaN,NaN,NaN
8,"Animovaný,Rodinný",NaN,1980,64,21
60,"Komedie,Drama",Kanada,1987,NaN,1
29,Komedie,Velká Británie,2004,NaN,3
97,"Drama,Válečný",NaN,1945,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,Thriller,USA,NaN,NaN,1
90,"Komedie,Drama",Francie,1941,NaN,3
NaN,"Animovaný,Fantasy",NaN,NaN,NaN,1
129,Drama,Japonsko,1959,NaN,NaN
74,"Komedie,Drama,Rodinný",Španělsko,2006,NaN,NaN
81,"Komedie,Drama,Rodinný",Španělsko,2007,NaN,NaN
82,"Dokumentární,Pornografický",USA,1999,65,41
NaN,Pornografický,USA,NaN,NaN,2
90,"Krimi,Drama,Romantický",NaN,1965,NaN,1
19,"Krátkometrážní,Komedie",USA,1992,NaN,NaN
NaN,Pornografický,NaN,NaN,NaN,1
24,"Dobrodružný,Rodinný,Sci-Fi,Fantasy",NaN,1995,76,10
116,"Komedie,Drama,Thriller",NaN,1991,78,4 231
NaN,Drama,USA,NaN,NaN,1
103,"Komedie,Drama,Krimi",USA,1988,72,1 473
NaN,Komedie,Velká Británie,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
124,Drama,Francie,2000,NaN,3
74,"Drama,Životopisný",NaN,1992,59,64
24,Krátkometrážní,NaN,2001,NaN,NaN
50,Komedie,USA,1917,NaN,NaN
20,"Drama,Krimi,Krátkometrážní",USA,1915,NaN,NaN
72,Komedie,NaN,1919,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
90,"Komedie,Drama",USA,1988,55,53
NaN,Krátkometrážní,USA,NaN,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
NaN,"Komedie,Drama",USA,NaN,NaN,NaN
20,Krátkometrážní,USA,1972,NaN,1
59,"Dobrodružný,Krátkometrážní,Komedie,Drama",USA,1917,NaN,2
94,Dokumentární,NaN,1988,NaN,NaN
121,"Drama,Thriller,Krimi",NaN,1975,78,251
NaN,,NaN,NaN,NaN,NaN
108,"Muzikál,Komedie",USA,1936,72,27
67,"Drama,Fantasy,Romantický",NaN,1978,NaN,NaN
NaN,Rodinný,NaN,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
NaN,,Francie,NaN,NaN,1
27,Krátkometrážní,Francie,1929,70,81
59,Dokumentární,USA,2003,NaN,2
90,"Thriller,Akční",NaN,1989,NaN,8
30,Komedie,Česko,1993,78,207
120,"Krimi,Drama",USA,1979,NaN,NaN
90,"Drama,Krimi",Velká Británie,2007,NaN,3
8,"Krátkometrážní,Komedie",Francie,1910,62,38
NaN,Komedie,NaN,NaN,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
40,Krátkometrážní,USA,1995,NaN,1
24,Rodinný,NaN,2001,NaN,NaN
NaN,Drama,Itálie,NaN,NaN,2
NaN,Western,USA,NaN,NaN,NaN
88,Horor,Velká Británie,1974,64,65
115,Drama,USA,2001,55,163
NaN,,Francie,NaN,NaN,NaN
97,"Drama,Válečný",NaN,1968,50,166
85,"Horor,Thriller,Mysteriózní",NaN,2004,50,8 347
85,Western,NaN,1968,NaN,NaN
112,Drama,NaN,1978,NaN,NaN
91,,NaN,1979,NaN,2
30,,NaN,1986,NaN,NaN
110,Drama,NaN,1990,NaN,NaN
84,Pornografický,USA,1992,NaN,1
20,"Komedie,Krátkometrážní",USA,1936,NaN,NaN
91,"Drama,Komedie,Krimi,Sportovní",USA,1987,47,21
NaN,Pornografický,USA,NaN,NaN,1
69,Pornografický,USA,1996,NaN,1
NaN,Pornografický,USA,NaN,NaN,3
NaN,"Krimi,Drama,Krátkometrážní",USA,NaN,NaN,NaN
50,Drama,USA,1921,NaN,NaN
NaN,"Drama,Krátkometrážní",USA,NaN,41,35
29,"Krátkometrážní,Dokumentární",NaN,2002,NaN,1
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
109,Drama,Velká Británie,2002,NaN,5
60,"Krimi,Drama,Mysteriózní",Velká Británie,2010,88,26
55,Horor,USA,1971,NaN,3
70,,NaN,1962,NaN,NaN
60,,NaN,1991,NaN,NaN
60,"Krimi,Drama,Mysteriózní",USA,1946,NaN,NaN
59,"Drama,Krimi,Mysteriózní,Komedie",Velká Británie,2013,NaN,1
30,Krátkometrážní,Francie,1998,NaN,NaN
80,"Animovaný,Rodinný",NaN,2000,49,117
30,Komedie,Velká Británie,1972,NaN,NaN
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
20,"Komedie,Krátkometrážní",USA,1933,NaN,NaN
9,Krátkometrážní,USA,1933,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
51,"Drama,Romantický",Polsko,1999,NaN,NaN
47,"Drama,Romantický",Polsko,2002,NaN,NaN
49,"Drama,Romantický",Polsko,2005,NaN,NaN
48,"Drama,Romantický",Polsko,2011,NaN,NaN
45,"Drama,Romantický",Polsko,2015,NaN,NaN
49,"Drama,Romantický",Polsko,2016,NaN,NaN
45,"Drama,Romantický",Polsko,2017,NaN,NaN
254,Dobrodružný,Maďarsko,1969,NaN,NaN
45,Rodinný,Francie,2002,NaN,2
10,Krátkometrážní,USA,1950,NaN,1
140,"Drama,Romantický",Japonsko,1983,76,44
57,"Western,Romantický",USA,1938,NaN,NaN
NaN,"Dokumentární,Krátkometrážní",USA,NaN,NaN,1
93,Dokumentární,USA,2001,NaN,NaN
75,"Komedie,Drama",USA,2002,74,120
117,Komedie,NaN,1945,NaN,NaN
81,,Maďarsko,1986,NaN,NaN
NaN,Dokumentární,USA,NaN,NaN,1
NaN,,Francie,NaN,NaN,NaN
20,"Komedie,Krátkometrážní",USA,1931,NaN,NaN
82,Drama,Francie,1929,NaN,4
102,Drama,NaN,1973,NaN,5
44,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2005,83,129
43,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2010,81,109
42,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2011,74,105
44,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2012,78,67
43,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2017,81,54
43,"Akční,Krimi,Drama,Mysteriózní,Thriller",USA,2021,75,37
98,Komedie,NaN,1935,NaN,NaN
60,Western,USA,1948,NaN,NaN
464,"Drama,Historický",NaN,1968,86,4 076
28,Rodinný,NaN,1977,69,62
87,"Akční,Drama",Španělsko,1966,NaN,2
NaN,,Itálie,NaN,NaN,NaN
90,"Dobrodružný,Rodinný,Fantasy",NaN,1998,48,46
NaN,"Romantický,Thriller,Mysteriózní",NaN,NaN,NaN,2
NaN,,NaN,NaN,NaN,NaN
106,Drama,NaN,1993,NaN,NaN
71,"Komedie,Válečný",USA,1942,NaN,NaN
90,Komedie,Španělsko,1977,NaN,NaN
16,Krátkometrážní,Francie,2003,NaN,NaN
120,Talk-show,Velká Británie,1988,57,56
540,Thriller,Itálie,1974,NaN,NaN
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2002,81,26
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2002,88,26
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2005,89,16
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2007,92,17
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2009,NaN,9
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2011,95,13
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2014,92,12
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2014,100,12
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2014,95,12
25,"Animovaný,Dobrodružný,Drama,Fantasy,Komedie",Japonsko,2017,69,11
NaN,Akční,NaN,NaN,NaN,NaN
43,"Komedie,Drama,Rodinný",NaN,2002,NaN,NaN
47,"Komedie,Drama,Rodinný",NaN,2002,NaN,NaN
100,,NaN,1988,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
85,,NaN,1984,NaN,NaN
7,"Animovaný,Krátkometrážní,Komedie,Rodinný",USA,1947,83,384
20,Krátkometrážní,Velká Británie,1994,NaN,4
NaN,"Komedie,Drama",NaN,NaN,NaN,2
73,Pornografický,USA,1995,77,37
22,"Animovaný,Akční,Dobrodružný,Krimi,Drama,Mysteriózní,Thriller,Sci-Fi",USA,1992,81,54
NaN,,USA,NaN,NaN,NaN
NaN,"Dobrodružný,Drama",NaN,NaN,NaN,1
NaN,,USA,NaN,NaN,1
NaN,"Sci-Fi,Krátkometrážní",Španělsko,NaN,NaN,NaN
106,,Maďarsko,1997,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,4
90,Horor,USA,2000,NaN,3
NaN,"Animovaný,Komedie,Fantasy",Japonsko,NaN,NaN,1
91,"Drama,Romantický,Životopisný",NaN,2001,72,1 203
NaN,,NaN,NaN,NaN,NaN
NaN,Pornografický,NaN,NaN,NaN,2
NaN,Pornografický,USA,NaN,NaN,2
68,Pornografický,USA,1988,NaN,1
87,Pornografický,Německo,2002,NaN,4
NaN,"Rodinný,Drama",NaN,NaN,NaN,NaN
55,Drama,Velká Británie,1989,NaN,NaN
110,Drama,Francie,1985,NaN,3
NaN,"Drama,Romantický",NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,2
NaN,"Drama,Romantický",NaN,NaN,NaN,NaN
NaN,Komedie,NaN,NaN,NaN,NaN
87,"Komedie,Krimi,Drama",Španělsko,2000,NaN,NaN
20,"Krátkometrážní,Akční,Western",USA,1935,NaN,NaN
10,"Drama,Krátkometrážní",USA,1936,NaN,NaN
120,Krimi,USA,1975,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
89,Krimi,USA,2002,NaN,2
NaN,"Akční,Dobrodružný,Drama",NaN,NaN,NaN,NaN
NaN,Drama,USA,NaN,NaN,NaN
83,"Pornografický,Komedie,Drama,Romantický",USA,1975,NaN,8
7,"Animovaný,Komedie,Rodinný,Krátkometrážní",USA,1946,72,25
7,"Rodinný,Komedie,Animovaný,Krátkometrážní",USA,1945,NaN,8
NaN,,NaN,NaN,NaN,NaN
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
NaN,,USA,NaN,NaN,NaN
546,"Sci-Fi,Drama,Mysteriózní,Thriller",USA,2007,69,49
54,Drama,NaN,1978,51,72
54,Drama,NaN,1978,57,65
60,Dokumentární,Velká Británie,2003,93,27
60,"Rodinný,Sportovní",NaN,1982,55,170
NaN,Drama,NaN,NaN,NaN,NaN
NaN,"Akční,Drama,Rodinný",NaN,NaN,NaN,NaN
87,"Akční,Krimi,Thriller",NaN,1987,NaN,NaN
90,,Francie,1957,NaN,NaN
96,"Fantasy,Horor,Romantický,Thriller",USA,1995,35,19
75,Drama,NaN,1981,NaN,NaN
151,Drama,NaN,1982,NaN,NaN
85,Drama,NaN,1984,NaN,NaN
100,"Drama,Thriller,Válečný",NaN,1970,NaN,1
26,Krátkometrážní,Francie,1999,NaN,NaN
98,"Drama,Romantický",USA,1949,NaN,1
60,Drama,NaN,1999,NaN,2
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
NaN,,USA,NaN,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
NaN,"Drama,Krátkometrážní",USA,NaN,NaN,NaN
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
80,"Muzikál,Komedie,Romantický",NaN,1972,NaN,NaN
80,Western,NaN,1966,NaN,NaN
46,"Komedie,Drama",Velká Británie,2005,NaN,2
110,Drama,NaN,1972,NaN,NaN
90,Drama,NaN,1977,NaN,6
90,Drama,NaN,1973,NaN,NaN
NaN,,USA,NaN,NaN,NaN
88,Drama,NaN,1957,NaN,NaN
93,Komedie,NaN,1956,NaN,1
96,"Krimi,Drama,Mysteriózní",USA,2000,44,82
NaN,Drama,USA,NaN,NaN,NaN
468,"Komedie,Drama",Velká Británie,2005,72,49
45,"Komedie,Drama",Velká Británie,2017,72,13
92,Komedie,Německo,2004,36,34
23,"Komedie,Krimi",Kanada,2004,NaN,5
10,"Krátkometrážní,Komedie",USA,1913,NaN,NaN
109,"Horor,Thriller",USA,1989,53,685
80,Komedie,Itálie,1997,NaN,NaN
90,"Krimi,Drama",Velká Británie,2004,69,115
85,"Horor,Sci-Fi",USA,1982,44,143
90,"Komedie,Drama",NaN,1981,NaN,NaN
84,Rodinný,NaN,1968,NaN,NaN
3,Krátkometrážní,USA,1999,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
26,Krátkometrážní,USA,1968,NaN,NaN
3,Krátkometrážní,USA,1988,NaN,NaN
NaN,Krátkometrážní,USA,NaN,83,14
89,Komedie,NaN,2004,NaN,7
7,"Animovaný,Krátkometrážní",USA,1933,NaN,6
18,Krátkometrážní,USA,1978,NaN,2
50,Hudební,Velká Británie,1963,NaN,8
NaN,Animovaný,NaN,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
18,"Komedie,Krátkometrážní",USA,1929,NaN,NaN
15,"Komedie,Krátkometrážní",USA,1929,NaN,NaN
91,Dobrodružný,USA,1990,56,32
26,Komedie,Francie,1994,NaN,NaN
26,Komedie,Francie,1995,NaN,1
77,Horor,USA,2003,35,160
13,"Krátkometrážní,Dokumentární",NaN,1962,NaN,NaN
97,"Drama,Romantický",NaN,2001,NaN,NaN
52,"Komedie,Drama,Rodinný",Francie,2015,NaN,NaN
52,"Komedie,Drama,Rodinný",Francie,2016,NaN,NaN
5,"Akční,Krátkometrážní,Komedie",Kanada,2001,NaN,NaN
50,"Drama,Komedie",Česko,2004,44,31
48,"Komedie,Drama",NaN,2010,NaN,NaN
NaN,Drama,Německo,NaN,NaN,NaN
NaN,"Akční,Komedie",Česko,NaN,75,1 069
90,Akční,NaN,2010,NaN,NaN
17,"Komedie,Krátkometrážní",USA,1951,NaN,NaN
80,Drama,NaN,1961,NaN,NaN
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2004,90,93
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2004,88,94
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2004,88,93
23,"Animovaný,Akční,Fantasy,Komedie",Japonsko,2006,82,65
16,"Dokumentární,Krátkometrážní",USA,1997,NaN,2
25,"Akční,Dobrodružný,Krimi",NaN,1974,NaN,NaN
38,Dokumentární,Francie,2016,NaN,2
130,"Drama,Sportovní,Životopisný",NaN,2005,81,15 626
120,Drama,NaN,1986,NaN,NaN
30,"Rodinný,Dobrodružný,Drama",NaN,1973,73,19
NaN,"Komedie,Rodinný,Krátkometrážní",USA,NaN,NaN,2
78,Drama,NaN,1981,NaN,NaN
22,"Animovaný,Komedie",NaN,1997,88,15
20,"Animovaný,Komedie",NaN,2000,80,14
NaN,,NaN,NaN,NaN,NaN
45,Drama,Německo,2001,NaN,NaN
45,Drama,Německo,2002,NaN,NaN
6,"Animovaný,Krátkometrážní",USA,1940,NaN,1
9,"Animovaný,Krátkometrážní",USA,1942,68,52
9,"Animovaný,Krátkometrážní,Muzikál",USA,1936,NaN,9
78,"Rodinný,Animovaný,Komedie,Muzikál",USA,1941,82,82
NaN,"Animovaný,Krátkometrážní",USA,NaN,NaN,NaN
NaN,"Animovaný,Krátkometrážní",USA,NaN,NaN,NaN
57,Western,USA,1932,NaN,NaN
147,Drama,Japonsko,1999,NaN,8
113,"Komedie,Drama",USA,1998,55,256
22,"Komedie,Krátkometrážní",USA,1999,NaN,NaN
78,Pornografický,USA,1995,NaN,9
130,"Komedie,Muzikál,Drama,Rodinný",NaN,1972,NaN,3
97,Dokumentární,Německo,2002,NaN,NaN
93,Drama,USA,1972,NaN,2
70,Dokumentární,NaN,1976,NaN,5
7,"Komedie,Rodinný,Romantický",Francie,2000,NaN,NaN
7,"Komedie,Rodinný,Romantický",Francie,2000,NaN,NaN
